id,sourcePath,examTypes,questionType,difficulty,kpGroup,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0230-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0231-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0231-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0231-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0231-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0235-gesp-7-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-7,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0038-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0056-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0062-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0063-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0064-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0066-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0068-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0068-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0068-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0068-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0072-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0074-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0075-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0077-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
