id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
db:edcd9d73-0ba4-437e-a491-d5c8bbfebeeb,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:ee859866-caf9-44da-a4f8-ec96fbbfade8,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:ef112d0b-55d6-4827-bbdb-ef73a2aaeb2b,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:ef543ca4-b1f5-4799-bb0f-718e566f9861,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f074e5bf-5876-4bba-bb94-e30349f9c716,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f3a74b10-89a7-4717-9aed-e30afc8dbf5e,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:f484cb47-0e55-4e81-a358-df8a7318c439,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f5d71e8f-a824-4972-b734-f2a356c7adf5,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:f8087a65-df67-4edc-a44f-5180ac80a3dd,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f82af23b-a4cb-40c2-b75e-58156c127d91,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f83290e0-6421-4c7c-acba-0ada5e9bc27e,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f995b0b6-258e-4be9-a5df-002da09e4f2c,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:f9a67424-4818-4d0b-a65f-fe2109c54845,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:f9b5f02a-d10e-4ede-a68c-4b11e1b9946c,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fa5cdb03-3977-4c55-8e58-9127939733e6,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:fab5fbb2-bff4-430f-8636-87e8fa7d015b,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:fc0f2d22-2e78-4364-8973-271a01c8c3ec,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fc2abf80-aed4-4fea-9066-22ef9c3d76fd,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fc345e00-cbd3-4147-94a6-582b81dfefbe,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fcbf078e-f9ce-4ddc-a4db-a8f22c84ba08,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fcdf401b-18af-4b8e-987b-97091e201dca,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:fd09ae92-5254-4b65-8eda-2d67d81ae757,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:fd79fc59-1564-494a-9724-9973241aa90d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:fdd302c0-cc5d-4adc-9dea-39c5009ddbf7,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:ff3011eb-c98c-4650-a5d8-fee9f4132739,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:001b591f-ecba-418a-8d10-ef68a93563b2,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:010bfafb-5906-499f-909e-25f4eb89d042,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-complexity_bound_reasoning,complexity_bound_reasoning,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:012dd3ed-110e-453e-9192-eae1315b2f65,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:016c7356-9061-4fc5-b112-8322182de07d,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0190b797-6efe-496f-b786-fabcd43a4d8a,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:01ba3d7d-c6d2-4b29-b702-f7e31c5831aa,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:01dd9839-871b-4a7b-9b77-6ba897ceec07,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:022cf21c-70c7-491b-bde8-2a13e8f6d677,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:02772492-3f9c-4a93-b830-96955e9ef5d8,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0292b55f-dac9-4da0-966e-fded1d6ec4cd,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:02d58603-acee-473c-b4ed-989a6e71b75f,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:031c86ba-0168-4cad-a9e6-29bac9bea953,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0326f042-b5b8-423b-ad61-d1c6a88d390b,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0331689f-97c2-4768-b3d6-78ff3c0742d0,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:038747de-654c-4626-92d9-0e29d9d5b682,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:04106fa3-3724-4e00-a572-a4d0f1f05826,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:043333b5-3213-40a7-a430-9a0e52d42692,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0438113a-1f9b-4432-acd3-96a286e56380,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:047a2242-9454-4a8d-9bbd-154e5822ebc0,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0486dc00-823b-4ff8-8770-d8da2c2205f0,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:048b635a-e979-41e9-a172-f842f69f6198,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:049cc1ba-6f2e-49b9-881f-81b0b6c81252,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:04a81517-428c-48d9-be99-3480717ec911,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:04ab68ec-5efa-4882-9dd5-91e291fb56f4,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:051a4fa2-f472-4097-8046-2bdb4f45f2b9,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:051a5d6d-9d56-4e81-a745-82a22f9832ab,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:054e45fc-271c-446a-9e2a-37bfe917c770,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:05749e85-e104-48c4-b77c-5bc4adfb2b12,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0585340d-7e95-4ebe-aca7-6303e2bdad4a,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:05a32b59-ad2d-4116-9e22-84189089e57d,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:05b88f01-dd03-4752-a5fa-a9bc4086a07d,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:05ba94e6-f77c-4218-960c-769bb7c0edff,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:05ffc79f-4817-47f6-b35e-1180a2ec8717,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0608d61e-152d-4fc4-8247-b8b8f356eec7,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06146a78-736a-4ad2-87af-b31fc11de4a7,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:061e9bcc-733b-4439-a256-5c545430639f,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0680bce5-1677-4150-a18b-1e17f5b46aee,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06941976-02de-4a95-a8a4-6f1f6584c466,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:069c0d42-c752-44f9-90a8-af162061c6c3,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06b9eaf3-6bbd-4bec-8ae1-f9d3c4fc3284,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06bc0c15-b3c5-454d-a4a0-9044304bbec7,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06caf91d-fea2-4ee0-92a1-93de4fa52dc1,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06fa594f-98aa-4ae3-85fc-c6703463caaf,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:06fe6e76-c4d8-4fcc-80b2-38a1f3785009,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0721b854-586c-40ef-8f8e-37e76f38945c,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:074111ab-801e-4f8f-9837-7f9257526c78,db:questions,CSP-J,reading_program,hard,CPP,inferred-loop_iteration_count,loop_iteration_count,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:075941d8-e502-4d73-95a8-bf71f63f2675,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:076eeb01-999d-4184-99e7-47d95b3c3617,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07702ecd-b149-4d7f-917d-d2b1edd48e1a,db:questions,CSP-J,reading_program,hard,CPP,inferred-complexity_bound_reasoning,complexity_bound_reasoning,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07ac2ae7-ed35-4a46-b5e4-c9df1a781047,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07b86b3f-9ea2-43c4-b129-3e39990f5728,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07cf083a-9b84-4161-9a8b-689f6db56d8d,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07e16242-6805-413f-8f0a-83c8e06a48b1,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:07ff5dfb-7786-4b2b-9876-6cdf8f373bd6,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:080867b1-f377-425b-96be-25c11a149446,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0814bb08-f342-4bdb-b7f4-940491722450,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0816c088-d663-47a0-9b47-1e6bf661f1e9,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0816ecda-ce80-41ca-bf3a-51818813bc28,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:087d5c56-99c4-4257-9acb-64e0d72860d6,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:08a4bac4-0ba5-4c6b-a463-e5c62a23ba88,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:08b124ce-a664-4892-9436-4a5664568cd9,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:08f10e57-beee-4406-8f74-4b6ec11cb2de,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:08f96bdf-e620-4917-ac0e-2a44f0a0b9ce,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:092c725c-c95d-4f98-a9df-3b6d7fb740d4,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0958c2eb-12f1-4e61-844e-ea9918f45340,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:097850d6-8f51-4487-aa09-706a35d039ea,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:09870860-3610-4662-b1c2-ef537357f093,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0993fe50-786f-44a1-9e93-1f7ad640c6ab,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:099d6c1a-038c-4fdf-bf8c-30e078615427,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:09a8da46-3d47-40c4-b776-a0d946d9917d,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:09c4fd57-f55f-4226-ba25-a3f96a2d889d,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:09ccbf85-7584-4382-b860-ffa95ed42618,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a0878cb-0793-4a91-bf81-a8950daa12d8,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-set_order_unique,set_order_unique,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a0c85a6-96c7-465e-8a7a-43e48a63a00a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a139c4b-906a-4fa1-b581-47675179bdd1,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a270bd6-e5ea-4f1e-9d01-8831489f56a3,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a476ab1-b0d7-4414-939a-8818a03445d3,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a52ff12-a1e5-4ca4-b4f1-0f78542a5d9d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a6e27f8-bf56-4520-bd7e-e4ba7117b4d6,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a72f259-1741-4947-9d47-1241d0c31b01,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a78702e-7ff8-4bba-81f5-a972f830552c,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0a7ae42b-328d-4746-8260-4b9f149db7e5,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0aa55483-8fce-4b3f-ae73-2423370a1497,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0abaf59f-9e7a-4ff1-bcd6-7ed14fd1ac4a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0ad31a1d-4066-4c2d-b03a-bf98bd67ef74,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0ae20440-f15f-4d1d-8f4e-21567ebd359d,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0b151243-1d61-4950-814d-d1c684db2527,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0b2bd1e4-3d08-4126-87fe-ca93cce9454f,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0b530265-7880-4cd7-aa06-1ee28618b120,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
db:0b537614-92c1-442d-ab6f-0c9902dd4f91,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
