id,sourcePath,examTypes,questionType,difficulty,kpGroup,taskFlavor,qualityScore,reasons,recommendedAction
db:4f2c7c80-39aa-4b15-894b-14700b19fde4,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:4f36b92e-dc9d-4ec1-82bd-214fa2818d45,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:4fb68da6-a0e8-49d9-b95b-b14ba5dd52d1,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:504c36b9-03b1-4009-b30f-a3e3e09ae929,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:51197d29-8c87-4885-ae17-4f8b8e82a731,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:54493f1a-0644-4763-9713-0b855f8de694,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:55813e76-9950-4a77-8208-f2f046c8f147,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:56eb42b4-4f54-4bf3-8132-5dab8ed24b19,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:58cb952a-2c9b-44e9-ae3e-9dc82d14b691,db:questions,CSP-J|CSP-S,single_choice,hard,DS,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:58f8fea2-74d9-43a5-a97f-28417b8b36e6,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:58fa7519-7309-4421-99ce-fd90bb9198bf,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5984088b-2719-4a94-b5d3-4a2ca2e5901b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5b91f923-6038-4719-ac0f-7f46b09db473,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5c973032-3f15-4df1-ad7d-ac0696b416db,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5d0eef63-c6f5-4d44-876c-8caee9bae1f7,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5d59e40d-9214-4837-8094-f161b0693a6e,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:5e6c02b3-ab94-4580-bcb3-06842b735cda,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6082e966-3728-4a70-ae59-fd645ad084f2,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:60bec304-8c16-4341-804f-22d4f035caad,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:60e3fff0-3e5a-4e64-9af4-3c299be7d457,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:621d8355-3162-42b5-93ad-a9cc402c6157,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:627860a1-0a7e-4a72-a350-4ac0b1e36031,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:64c11f1c-68c6-495c-9371-13d1f82239b2,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6505cdc9-e81d-4c82-b026-61c72ef1d49d,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:653ff995-fc75-481f-8911-cf2d3e78519d,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6558a4f0-07cd-4334-8d0f-f75f9e0eed08,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:656c152c-6fbe-4536-ad1c-b3a21030461a,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:660a8d21-e5a7-4ffa-ab85-b300fa25ad9c,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:66403bb4-6a38-4f56-8239-dacb4cb33d81,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:671a032b-493c-467b-8ff8-b27c84f0bafd,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:68675e92-877d-4da7-9066-3f468bc2c409,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:69c86716-16a4-470d-a111-66173be1d74c,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6a0fbe49-60f2-459a-90b3-ba0662af17e2,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6b200ffb-6590-44f0-b418-1e30ca369c5b,db:questions,CSP-J|CSP-S,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6b870d5f-0b9e-49ab-bc87-c7b0f58a9886,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6e575df4-d59f-400e-a7a1-14e83b582af8,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6ec4159a-d01d-4f42-968a-52e320a896db,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:6fb3ca24-da6f-4845-af72-df5f86a44bb7,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:70e7ef63-fa33-4906-ab19-a2452573e3d6,db:questions,CSP-J|CSP-S,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:71357d1e-c33e-4d25-a399-056e27b3010a,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:716da619-491b-4b0a-9eca-779062880ae3,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:71c08015-3339-4e2d-8f44-0ff616e69bc5,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:74640a63-2da7-46af-89d6-6b5fea2c6cbd,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:75dc4123-b966-47b9-a0b9-2192bfc1114f,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:776a66da-1e79-49a9-85a1-2fecf6f11fdf,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7793773c-9deb-4a8c-9380-8e7ee28a4470,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:782748f1-4def-44f9-92bc-29a28cea92da,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:79a9751c-557a-432e-a3e1-b4ab63016801,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7a428747-7b79-4469-aee6-44ecdb0b7399,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7ad0ea83-1560-47d4-affd-53ceebb3f2d5,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7bd83082-6e09-4a9a-87b2-4c2856d540e3,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7c28384d-2746-4cad-a025-062afc4536ea,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7d30109d-aa97-49c1-8506-eca36224971a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7e1b4625-dabd-49e9-9d91-220802b7cc99,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:7fdb1bbd-f750-4ced-91aa-ce502fc4c409,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:801e8af3-5bb0-4f3d-936f-86773d526e8b,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8099ef30-662b-48b0-9441-d46026e1581a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:82067e64-4dec-4e62-8e7f-f23da4580401,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8211e0be-8a9e-4da7-9464-6b348c80716d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8253ec95-c17d-4d11-8e80-5e0749f04f93,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:828299b2-59f7-4569-b7c0-de305bb1d8c0,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:82d2466a-abf5-4659-afd8-83d7c53afe0f,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:82e5af85-9aa7-46f1-9d85-7f0096e6e2a3,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:83ed7fa3-e8df-46ca-8cbf-662c328a80c4,db:questions,CSP-J|CSP-S,single_choice,hard,DS,priority_queue_order,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:84be7531-5903-4167-9744-74579cc70242,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:855c7297-cdbc-4e07-a4d8-2f557da74d3a,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:86240a8d-fe24-42c2-be7b-98c96777eff5,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:882515e8-017b-43b8-b7bf-b2f7a2044111,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8a1cb46e-ab0c-490e-9398-aec804cd4eb5,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8a21e591-8908-4c6a-a6ec-694710cd3371,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8a357abd-eefb-4aaf-9420-25a5bfb58766,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8bcd5c13-b301-41f9-90e7-c769d57b7a16,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8c1096bb-4cd4-432c-9cfc-e18f01228c1b,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8d79918f-e6c1-42e7-a4c3-8c7a4450cbf9,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8e2ccdda-ba08-43ce-813d-dce089b37b19,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:8fd61daa-610d-40d8-83cb-5b631d4e6482,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:90768405-7624-4dfe-a620-8b58b2bc2de2,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:91532bc7-2c7a-4d1f-8402-d40e8d9faa1b,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:94723b6d-9d56-4dd1-a618-4aa79076dde9,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:94c073a2-d394-4fdf-83a5-565653ed94c3,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:94df889d-916d-4714-bd8b-3c9e30e41972,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:95514029-9259-488d-9c30-ca376976645d,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:95ea42d7-972e-4887-9626-2ff3e4e950b6,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:96bb34e4-cc7e-4980-8f8a-3e09be615c2f,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:971fcade-22ed-4546-b5f7-299aa25337ff,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9a6bb86d-e0d7-4053-900b-111482bd36b4,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9b17c6e3-c731-40e2-bf26-9e779f2981db,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9ca4dcf3-e2cb-4ad0-86a5-2fcaedd9e25f,db:questions,CSP-J|CSP-S,single_choice,hard,DS,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9e19373b-48b8-402b-ae59-b32a1beb6848,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9e748176-d945-48d5-9ee0-e1187b664a2d,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9eb40829-1dd9-4b76-8b8a-59858666f47b,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:9fcfbcb4-37e2-4667-a4a2-cbc71207670a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a14fb44d-4f48-4de6-bc12-e145bfcf3147,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a28675b6-23e2-4348-b916-4e6a652759ac,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a2a1fccb-6558-4545-a0e2-fd917b18dffd,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a2c78678-74da-4e18-8095-14f8e65ff784,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a318d791-0571-4b79-a493-88314dcca60a,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a3595eef-256b-4921-9eb1-47ba8beecbb0,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a3a7e6e5-401e-441b-a97f-a251269c0a0b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a3f44337-dac1-47fa-bf3c-2d5b07b0c873,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a4b59d90-0757-47ca-b720-53d754602c5c,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a55a9872-7808-4254-b9b9-ebb5719a4a86,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a6123c31-0644-49dc-8092-06ae154d53ca,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a620b6d2-052b-4f9d-b8f0-e828a8a5adca,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a79537a4-52e7-4d5f-b37e-49bfda4593d3,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a7fec749-86ca-4107-a56a-00cd02194504,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:a9ad0d2f-f1c7-4e2d-a6b1-67a52b93dabc,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:aa74253e-6877-4997-9dd0-88e579d0674b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:ab5e2eee-5d14-4c63-b1e5-cd86c7aa68fb,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:aba49280-b34e-494b-b495-ddb61e0f833d,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:abb9e472-e5f9-4d9c-9eb2-bbc0ed3538ca,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
db:ac2b1dbd-550d-4244-9e81-1cd1ea064243,db:questions,CSP-J|CSP-S,single_choice,hard,DS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
